n,,,Name,alt ,Filename,Tilanne,Kategoria,Kategoria,Sävel,Flag (pd=pos.dup. d=dup. p=perustele),Kommentit,Tarinaa laulukirjaan
,85,a,Sauvakirkon polttaja,,sauvakirkon_polttaja,sanat,väännöt,,Vanha hovikirkko,,,
,87,a,Sisään,,sisään,sanat,????,,,,,
,,,Skrillexin mökkitie,,skrillexin_mökkitie,sanat,special,,Tsunami,,,
,88,a,Skumppaa punkun kaa,,skumppaa_punkun_kaa,sanat,väännöt,,,,,
,89,a,Snapsien kaveri,,snapsien_kaveri,sanat,perus,,Ystävä sä lapsien,,,
,90,a,Sörnai gusha,Sörkän sällit,sörnai_gusha,sanat,oletus,,Katjusha,,,
,91,a,Suhteellisen rivakka turkulainen juomalaulu,,suhteellisen_rivakka_turkulainen_juomalaulu,sanat,????,NYT,Puheenjohtajan juomalaulu,pd,,
,92,a,Syphilis,,syphilis,sanat,english,,Yesterday,,"Tarviiks Birth Control, tai tätä ollenkaan? ",
,,,Taistelu Jaska - Theme,,taistelu_jaska_-_theme,todo,biisit,,,,dun dun dun dun dun TAAISTELU JASKA,
,,,Take on Me,,take_on_me,todo,english,,,,,
,93,a,Tänään otetaan,,tänään_otetaan,sanat,oletus,,Joulu on taas,,,
\(\infty\),94,a,Teinilaulu,,teinilaulu,sanat,special,,,,,
,,,TIETO - Value for Life,,tieto_-_value_for_life,sanat,biisit,hail corporate,,,,"Tieto julkaisi kappaleen sosiaaliseen mediaan XX.1.2017. Kovan tuotantoarvon musiikkivideolla oli Tiedon työntekijöitä laulamassa ylläolevaa laulua. Video otettiin yllättäen hyvin nopeasti alas. Tieto kommentoi myöhemmin että kappale oli tarkoitettu sisäiseen käyttöön ja ""pääsi jotenkin seulasta läpi""..."
,95,a,Tietoliikennelaulu,,tietoliikennelaulu,sanat,väännöt,,,,,
,96,a,Unkarin viini,,unkarin_viini,sanat,oletus,,,,,
,97,a,Urhometso,,urhometso,sanat,väännöt,paikalliset,Ukkometso,,,
,98,a,Varpunen jouluaamuna,,varpunen_jouluaamuna,sanat,oletukset,,,,,
,,,Vem i Helvete?,,vem_i_helvete?,todo,perus,,Pas d’Espagne ,,,
,99,a,Vesipoikien marssi,,vesipoikien_marssi,sanat,oletus,,Kapteeni katsoi horisonttihin,,,
,100,a,Vi Ska Dricka Hela Natten,,vi_ska_dricka_hela_natten,sanat,oletus,,Jos sun lysti on,,,
,101,a,Viidestoista vuosi,,viidestoista_vuosi,sanat,väännöt,,Viidestoista yö,,,
v+1,102,a,Viinaa vetta,,viinaa_vetta,poistetaan,,,,d,(on jo olemassa),
,103,a,Vit Vecka,,vit_vecka,sanat,snapsi,,,,,
,104,a,Vitutuslaulu,"Voi saatana, voi perkele",vitutuslaulu,sanat,oletus,,,,,
,105,a,Vodka vodka,,vodka_vodka,sanat,snapsi,,Stenka Rasin,,,
,,,Volga,,volga,todo,biisit,,,,,
,,,We Are Number One ,,we_are_number_one,todo,english,meme,Cast of Lazy Town,,,
,,,What is Love?,,what_is_love?,todo,english,meme,Haddaway,,,
,,,Wonderwall,,wonderwall,todo,english,,Oasis,,,
,,,Yliopistoinnovaatio,,yliopistoinnovaatio,todo,perus,,Telefooni afrikassa,,matlulta,
,106,a,Yogi Bear,,yogi_bear,sanat,english,,,p,"onks vittu pakko :D // ei ees mitään aatteellista, tuntuu vaan jotenkin loukkaavalta KVta vastaan et tää on ainut enkuks aina, ja kukaan ei nauti tästä ekan parin kerran jälkeen",
